20 8 2012 11 40 28.000   40.000000  -110.000000  2.0000          0.939913            18.667717      00 03 45.5792        18 40 03.7820         243.108875          54.427337     4241.378081
20 8 2012 11 48 28.000   40.000000  -110.000000  2.0000         45.025748            35.664741      03 00 06.1794        35 39 53.0676         118.597262          81.778739     4179.902881
20 8 2012 11 52 28.000   40.000000  -110.000000  2.0000         67.886655            36.996583      04 31 32.7972        36 59 47.6989          87.156467          65.862725     4629.576618
